scenario,text,labels,time_phrase,id
VAN_PHONG,trả lời email kế hoạch vào cuối tuần.,GUI_EMAIL,cuối tuần,293
TRUONG_HOC,nộp bài tập môn tiếng Anh vào ngày kia.,NOP_BAI,ngày kia,294
VAN_PHONG,chủ nhật theo dõi tiến độ tài liệu.,THEO_DOI_CONG_VIEC,chủ nhật,295
VAN_PHONG,thứ 6 có trả lời email tài liệu.,GUI_EMAIL,thứ 6,296
TRUONG_HOC,sáng mai phải thi cuối kỳ môn tiếng Anh.,THI_CU,sáng mai,297
CA_NHAN,hôm nay phải làm bác sĩ.,NHAC_VIEC,hôm nay,298
CA_NHAN,đi mua bác sĩ vào thứ 7.,MUA_SAM,thứ 7,299
VAN_PHONG,sáng mai có hẹn gặp hợp đồng.,HEN_LICH,sáng mai,300
VAN_PHONG,trả lời email hợp đồng trong hôm nay.,GUI_EMAIL,tối nay,301
VAN_PHONG,trả lời email công việc trước 17h.,GUI_EMAIL,thứ 5,302
VAN_PHONG,trả lời email công việc vào cuối tuần.,GUI_EMAIL,cuối tuần,303
TRUONG_HOC,sáng mai thi giữa kỳ môn văn.,THI_CU,sáng mai,304
TRUONG_HOC,ngày kia học bài môn lập trình.,HOC_TAP,ngày kia,305
VAN_PHONG,báo cáo tiến độ tài liệu trong hôm nay.,THEO_DOI_CONG_VIEC,thứ 5,306
VAN_PHONG,hôm nay phải cập nhật tiến độ dự án.,THEO_DOI_CONG_VIEC,hôm nay,307
TRUONG_HOC,hoàn thành bài tập bài tập nhóm trước cuối tuần.,NOP_BAI,chủ nhật,308
VAN_PHONG,hẹn gặp dự án vào sáng mai.,HEN_LICH,sáng mai,309
CA_NHAN,lịch hẹn bạn bè vào cuối tuần.,HEN_CA_NHAN,cuối tuần,310
VAN_PHONG,lịch hẹn kế hoạch trước 17h.,HEN_LICH,tối nay,311
CA_NHAN,thứ 5 có nhớ bạn bè.,NHAC_VIEC,thứ 5,312
VAN_PHONG,báo cáo tiến độ tài liệu trước cuối tuần.,THEO_DOI_CONG_VIEC,hôm nay,313
CA_NHAN,lịch hẹn đồ dùng cá nhân vào chủ nhật.,HEN_CA_NHAN,chủ nhật,314
TRUONG_HOC,chủ nhật phải nộp bài môn tiếng Anh.,NOP_BAI,chủ nhật,315
TRUONG_HOC,sáng mai phải họp lớp môn toán.,HOP_LOP,sáng mai,316
VAN_PHONG,hôm nay meeting dự án.,HEN_LICH,hôm nay,317
VAN_PHONG,thứ 6 có nộp báo cáo kế hoạch.,NOP_BAO_CAO,thứ 6,318
CA_NHAN,chiều mai phải mua đồ dùng cá nhân.,MUA_SAM,chiều mai,319
VAN_PHONG,chiều mai soạn email kế hoạch.,GUI_EMAIL,chiều mai,320
TRUONG_HOC,hôm nay sinh hoạt lớp môn lập trình.,HOP_LOP,hôm nay,321
VAN_PHONG,ngày mai có họp tài liệu.,HEN_LICH,ngày mai,322
TRUONG_HOC,hôm nay có học bài bài tập nhóm.,HOC_TAP,hôm nay,323
CA_NHAN,sáng mai phải đi mua đồ dùng cá nhân.,MUA_SAM,sáng mai,324
VAN_PHONG,soạn email kế hoạch vào sáng mai.,GUI_EMAIL,sáng mai,325
TRUONG_HOC,sinh hoạt lớp môn lập trình trước ngày mai.,HOP_LOP,tối nay,326
TRUONG_HOC,thi giữa kỳ môn toán trước thứ 6.,THI_CU,chủ nhật,327
TRUONG_HOC,nộp bài bài tập nhóm trước 17h.,NOP_BAI,cuối tuần,328
TRUONG_HOC,học bài môn tiếng Anh trước cuối tuần.,HOC_TAP,sáng mai,329
VAN_PHONG,thứ 4 có cập nhật tiến độ dự án.,THEO_DOI_CONG_VIEC,thứ 4,330
TRUONG_HOC,thứ 3 phải chuẩn bị bài môn toán.,HOC_TAP,thứ 3,331
CA_NHAN,hẹn quà sinh nhật vào sáng mai.,HEN_CA_NHAN,sáng mai,332
TRUONG_HOC,hoàn thành bài tập bài tập nhóm vào thứ 6.,NOP_BAI,thứ 6,333
VAN_PHONG,gửi báo cáo tài liệu vào hôm nay.,NOP_BAO_CAO,hôm nay,334
TRUONG_HOC,học bài bài tập nhóm vào tối nay.,HOC_TAP,tối nay,335
TRUONG_HOC,tối nay phải hoàn thành bài tập môn lập trình.,NOP_BAI,tối nay,336
TRUONG_HOC,thứ 7 phải thi giữa kỳ môn tiếng Anh.,THI_CU,thứ 7,337
VAN_PHONG,ngày kia có nộp báo cáo dự án.,NOP_BAO_CAO,ngày kia,338
TRUONG_HOC,cuối tuần phải thi cuối kỳ bài tập nhóm.,THI_CU,cuối tuần,339
VAN_PHONG,cập nhật tiến độ dự án vào thứ 4.,THEO_DOI_CONG_VIEC,thứ 4,340
VAN_PHONG,hôm nay có gửi báo cáo tài liệu.,NOP_BAO_CAO,hôm nay,341
CA_NHAN,mua bác sĩ trước 10h.,MUA_SAM,hôm nay,342
TRUONG_HOC,học bài môn lập trình vào thứ 5.,HOC_TAP,thứ 5,343
CA_NHAN,cuối tuần có mua gia đình.,MUA_SAM,cuối tuần,344
VAN_PHONG,hôm nay gửi báo cáo dự án.,NOP_BAO_CAO,hôm nay,345
CA_NHAN,thứ 6 phải làm đồ dùng cá nhân.,NHAC_VIEC,thứ 6,346
CA_NHAN,chiều mai có đi mua bác sĩ.,MUA_SAM,chiều mai,347
TRUONG_HOC,chuẩn bị bài môn toán vào sáng mai.,HOC_TAP,sáng mai,348
VAN_PHONG,thứ 2 phải theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 2,349
VAN_PHONG,hôm nay lịch hẹn công việc.,HEN_LICH,hôm nay,350
VAN_PHONG,hôm nay phải soạn email hợp đồng.,GUI_EMAIL,hôm nay,351
TRUONG_HOC,nộp bài môn lập trình vào chủ nhật.,NOP_BAI,chủ nhật,352
CA_NHAN,hẹn gia đình vào thứ 4.,HEN_CA_NHAN,thứ 4,353
VAN_PHONG,ngày kia phải trả lời email hợp đồng.,GUI_EMAIL,ngày kia,354
VAN_PHONG,tối nay phải meeting kế hoạch.,HEN_LICH,tối nay,355
VAN_PHONG,trao đổi công việc vào chiều mai.,HEN_LICH,chiều mai,356
VAN_PHONG,thứ 6 có theo dõi tiến độ dự án.,THEO_DOI_CONG_VIEC,thứ 6,357
VAN_PHONG,ngày kia phải theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,ngày kia,358
CA_NHAN,lịch hẹn đồ dùng cá nhân vào thứ 7.,HEN_CA_NHAN,thứ 7,359
VAN_PHONG,thứ 2 trả lời email hợp đồng.,GUI_EMAIL,thứ 2,360
TRUONG_HOC,thứ 3 thi giữa kỳ môn văn.,THI_CU,thứ 3,361
TRUONG_HOC,ngày kia sinh hoạt lớp môn toán.,HOP_LOP,ngày kia,362
CA_NHAN,thứ 6 có mua quà sinh nhật.,MUA_SAM,thứ 6,363
VAN_PHONG,thứ 5 phải gửi email công việc.,GUI_EMAIL,thứ 5,364
VAN_PHONG,thứ 5 meeting công việc.,HEN_LICH,thứ 5,365
CA_NHAN,nhắc bác sĩ trước ngày mai.,NHAC_VIEC,thứ 6,366
TRUONG_HOC,học bài môn toán trước ngày mai.,HOC_TAP,tối nay,367
TRUONG_HOC,hôm nay phải học bài môn tiếng Anh.,HOC_TAP,hôm nay,368
TRUONG_HOC,thứ 7 phải ôn bài môn văn.,HOC_TAP,thứ 7,369
CA_NHAN,ngày mai lịch hẹn quà sinh nhật.,HEN_CA_NHAN,ngày mai,370
CA_NHAN,ngày kia phải đi mua gia đình.,MUA_SAM,ngày kia,371
CA_NHAN,chủ nhật phải đặt mua bạn bè.,MUA_SAM,chủ nhật,372
VAN_PHONG,cuối tuần trao đổi hợp đồng.,HEN_LICH,cuối tuần,373
CA_NHAN,nhớ gia đình vào cuối tuần.,NHAC_VIEC,cuối tuần,374
VAN_PHONG,ngày kia có meeting hợp đồng.,HEN_LICH,ngày kia,375
VAN_PHONG,hôm nay có hoàn thành báo cáo công việc.,NOP_BAO_CAO,hôm nay,376
CA_NHAN,mua gia đình trước cuối tuần.,MUA_SAM,thứ 7,377
VAN_PHONG,cuối tuần có lịch hẹn kế hoạch.,HEN_LICH,cuối tuần,378
CA_NHAN,thứ 3 phải làm bác sĩ.,NHAC_VIEC,thứ 3,379
CA_NHAN,nhớ quà sinh nhật trong hôm nay.,NHAC_VIEC,hôm nay,380
VAN_PHONG,thứ 2 phải hẹn gặp dự án.,HEN_LICH,thứ 2,381
VAN_PHONG,thứ 7 lịch hẹn công việc.,HEN_LICH,thứ 7,382
VAN_PHONG,hẹn gặp công việc trước ngày mai.,HEN_LICH,hôm nay,383
CA_NHAN,đi mua quà sinh nhật vào thứ 2.,MUA_SAM,thứ 2,384
VAN_PHONG,hôm nay gửi email kế hoạch.,GUI_EMAIL,hôm nay,385
TRUONG_HOC,sinh hoạt lớp môn toán vào ngày mai.,HOP_LOP,ngày mai,386
VAN_PHONG,nộp báo cáo kế hoạch vào sáng mai.,NOP_BAO_CAO,sáng mai,387
CA_NHAN,nhắc bác sĩ vào sáng mai.,NHAC_VIEC,sáng mai,388
CA_NHAN,thứ 5 có đặt mua bác sĩ.,MUA_SAM,thứ 5,389
TRUONG_HOC,họp lớp môn lập trình trước cuối tuần.,HOP_LOP,chiều mai,390
TRUONG_HOC,thứ 7 có họp lớp môn lập trình.,HOP_LOP,thứ 7,391
VAN_PHONG,báo cáo tiến độ dự án trước 8h.,THEO_DOI_CONG_VIEC,thứ 4,392
VAN_PHONG,thứ 2 lịch hẹn hợp đồng.,HEN_LICH,thứ 2,393
VAN_PHONG,tối nay gửi báo cáo hợp đồng.,NOP_BAO_CAO,tối nay,394
VAN_PHONG,sáng mai có trao đổi công việc.,HEN_LICH,sáng mai,395
CA_NHAN,ngày mai mua quà sinh nhật.,MUA_SAM,ngày mai,396
CA_NHAN,hôm nay hẹn bạn bè.,HEN_CA_NHAN,hôm nay,397
TRUONG_HOC,kiểm tra môn toán trong hôm nay.,THI_CU,hôm nay,398
TRUONG_HOC,nộp bài tập bài tập nhóm vào thứ 7.,NOP_BAI,thứ 7,399
VAN_PHONG,chủ nhật có gửi báo cáo hợp đồng.,NOP_BAO_CAO,chủ nhật,400
VAN_PHONG,trao đổi công việc trước cuối tuần.,HEN_LICH,cuối tuần,401
CA_NHAN,thứ 2 có mua đồ dùng cá nhân.,MUA_SAM,thứ 2,402
TRUONG_HOC,cuối tuần thi cuối kỳ môn tiếng Anh.,THI_CU,cuối tuần,403
VAN_PHONG,gửi email kế hoạch vào thứ 7.,GUI_EMAIL,thứ 7,404
CA_NHAN,ngày kia phải nhắc gia đình.,NHAC_VIEC,ngày kia,405
TRUONG_HOC,thứ 3 có thi cuối kỳ môn lập trình.,THI_CU,thứ 3,406
VAN_PHONG,ngày mai có hẹn gặp tài liệu.,HEN_LICH,ngày mai,407
TRUONG_HOC,cuối tuần có hoàn thành bài tập môn tiếng Anh.,NOP_BAI,cuối tuần,408
CA_NHAN,sáng mai phải đi gặp bạn bè.,HEN_CA_NHAN,sáng mai,409
TRUONG_HOC,thi giữa kỳ môn văn trước 10h.,THI_CU,sáng mai,410
CA_NHAN,phải làm bác sĩ vào chiều mai.,NHAC_VIEC,chiều mai,411
TRUONG_HOC,học bài môn toán trước cuối tuần.,HOC_TAP,hôm nay,412
CA_NHAN,hẹn đồ dùng cá nhân vào chủ nhật.,HEN_CA_NHAN,chủ nhật,413
TRUONG_HOC,chiều mai có nộp bài tập môn tiếng Anh.,NOP_BAI,chiều mai,414
CA_NHAN,nhớ gia đình trong hôm nay.,NHAC_VIEC,thứ 5,415
CA_NHAN,phải làm gia đình vào hôm nay.,NHAC_VIEC,hôm nay,416
TRUONG_HOC,thứ 7 phải sinh hoạt lớp môn văn.,HOP_LOP,thứ 7,417
TRUONG_HOC,cuối tuần có họp lớp môn toán.,HOP_LOP,cuối tuần,418
CA_NHAN,thứ 5 hẹn bạn bè.,HEN_CA_NHAN,thứ 5,419
VAN_PHONG,thứ 3 có soạn email hợp đồng.,GUI_EMAIL,thứ 3,420
CA_NHAN,đi mua quà sinh nhật vào cuối tuần.,MUA_SAM,cuối tuần,421
TRUONG_HOC,chủ nhật có sinh hoạt lớp môn toán.,HOP_LOP,chủ nhật,422
TRUONG_HOC,thứ 7 hoàn thành bài tập môn toán.,NOP_BAI,thứ 7,423
TRUONG_HOC,chủ nhật phải thi cuối kỳ bài tập nhóm.,THI_CU,chủ nhật,424
TRUONG_HOC,sinh hoạt lớp môn tiếng Anh trong hôm nay.,HOP_LOP,tối nay,425
TRUONG_HOC,thứ 4 nộp bài môn lập trình.,NOP_BAI,thứ 4,426
TRUONG_HOC,ôn bài môn lập trình trước 17h.,HOC_TAP,chiều mai,427
TRUONG_HOC,cuối tuần phải chuẩn bị bài môn lập trình.,HOC_TAP,cuối tuần,428
CA_NHAN,hẹn bạn bè trước thứ 6.,HEN_CA_NHAN,hôm nay,429
CA_NHAN,sáng mai hẹn quà sinh nhật.,HEN_CA_NHAN,sáng mai,430
CA_NHAN,nhắc bác sĩ trước thứ 6.,NHAC_VIEC,thứ 3,431
VAN_PHONG,chủ nhật trả lời email dự án.,GUI_EMAIL,chủ nhật,432
VAN_PHONG,gửi báo cáo tài liệu trước 17h.,NOP_BAO_CAO,chủ nhật,433
CA_NHAN,thứ 5 đi gặp bạn bè.,HEN_CA_NHAN,thứ 5,434
VAN_PHONG,ngày mai hoàn thành báo cáo tài liệu.,NOP_BAO_CAO,ngày mai,435
VAN_PHONG,hoàn thành báo cáo hợp đồng trước cuối tuần.,NOP_BAO_CAO,cuối tuần,436
TRUONG_HOC,hoàn thành bài tập môn toán trước ngày mai.,NOP_BAI,sáng mai,437
TRUONG_HOC,thứ 4 phải chuẩn bị bài môn văn.,HOC_TAP,thứ 4,438
VAN_PHONG,cuối tuần soạn email dự án.,GUI_EMAIL,cuối tuần,439
TRUONG_HOC,thứ 5 học bài bài tập nhóm.,HOC_TAP,thứ 5,440
VAN_PHONG,báo cáo tiến độ dự án trước 8h.,THEO_DOI_CONG_VIEC,thứ 6,441
VAN_PHONG,ngày kia phải nộp báo cáo dự án.,NOP_BAO_CAO,ngày kia,442
TRUONG_HOC,thứ 5 có nộp bài tập môn lập trình.,NOP_BAI,thứ 5,443
TRUONG_HOC,nộp bài môn tiếng Anh trước thứ 6.,NOP_BAI,sáng mai,444
VAN_PHONG,chiều mai cập nhật tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,chiều mai,445
VAN_PHONG,thứ 4 phải hẹn gặp kế hoạch.,HEN_LICH,thứ 4,446
VAN_PHONG,thứ 4 có trả lời email tài liệu.,GUI_EMAIL,thứ 4,447
CA_NHAN,sáng mai nhớ đồ dùng cá nhân.,NHAC_VIEC,sáng mai,448
TRUONG_HOC,thứ 2 có kiểm tra môn tiếng Anh.,THI_CU,thứ 2,449
TRUONG_HOC,thứ 3 học bài môn toán.,HOC_TAP,thứ 3,450
TRUONG_HOC,ngày mai có ôn bài môn văn.,HOC_TAP,ngày mai,451
CA_NHAN,thứ 6 phải đi gặp đồ dùng cá nhân.,HEN_CA_NHAN,thứ 6,452
VAN_PHONG,trả lời email kế hoạch vào chiều mai.,GUI_EMAIL,chiều mai,453
CA_NHAN,thứ 6 phải mua gia đình.,MUA_SAM,thứ 6,454
VAN_PHONG,báo cáo tiến độ kế hoạch trước 17h.,THEO_DOI_CONG_VIEC,chiều mai,455
TRUONG_HOC,chủ nhật phải kiểm tra môn tiếng Anh.,THI_CU,chủ nhật,456
VAN_PHONG,thứ 7 có trao đổi dự án.,HEN_LICH,thứ 7,457
CA_NHAN,ngày kia nhắc quà sinh nhật.,NHAC_VIEC,ngày kia,458
TRUONG_HOC,tối nay phải hoàn thành bài tập môn văn.,NOP_BAI,tối nay,459
TRUONG_HOC,ngày mai có chuẩn bị bài môn toán.,HOC_TAP,ngày mai,460
CA_NHAN,chiều mai nhắc bác sĩ.,NHAC_VIEC,chiều mai,461
VAN_PHONG,gửi email hợp đồng vào thứ 3.,GUI_EMAIL,thứ 3,462
TRUONG_HOC,hôm nay có học bài môn văn.,HOC_TAP,hôm nay,463
TRUONG_HOC,hoàn thành bài tập môn tiếng Anh vào thứ 2.,NOP_BAI,thứ 2,464
TRUONG_HOC,nộp bài môn lập trình trước 17h.,NOP_BAI,ngày mai,465
CA_NHAN,đi gặp bác sĩ trước 8h.,HEN_CA_NHAN,thứ 5,466
VAN_PHONG,ngày kia theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,ngày kia,467
CA_NHAN,chủ nhật phải phải làm bạn bè.,NHAC_VIEC,chủ nhật,468
CA_NHAN,phải làm quà sinh nhật trước cuối tuần.,NHAC_VIEC,thứ 3,469
TRUONG_HOC,nộp bài môn lập trình trước ngày mai.,NOP_BAI,hôm nay,470
CA_NHAN,sáng mai mua bạn bè.,MUA_SAM,sáng mai,471
TRUONG_HOC,học bài môn toán vào thứ 5.,HOC_TAP,thứ 5,472
CA_NHAN,thứ 7 có mua gia đình.,MUA_SAM,thứ 7,473
TRUONG_HOC,sinh hoạt lớp bài tập nhóm vào chiều mai.,HOP_LOP,chiều mai,474
CA_NHAN,đi gặp bạn bè trước thứ 6.,HEN_CA_NHAN,thứ 5,475
VAN_PHONG,theo dõi tiến độ dự án trước ngày mai.,THEO_DOI_CONG_VIEC,chiều mai,476
TRUONG_HOC,tối nay phải chuẩn bị bài môn văn.,HOC_TAP,tối nay,477
CA_NHAN,ngày kia có nhắc bác sĩ.,NHAC_VIEC,ngày kia,478
TRUONG_HOC,nộp bài môn lập trình vào ngày kia.,NOP_BAI,ngày kia,479
CA_NHAN,nhắc bạn bè vào hôm nay.,NHAC_VIEC,hôm nay,480
VAN_PHONG,ngày kia phải soạn email công việc.,GUI_EMAIL,ngày kia,481
CA_NHAN,sáng mai mua gia đình.,MUA_SAM,sáng mai,482
CA_NHAN,nhắc bạn bè vào chủ nhật.,NHAC_VIEC,chủ nhật,483
VAN_PHONG,thứ 4 phải lịch hẹn dự án.,HEN_LICH,thứ 4,484
VAN_PHONG,thứ 2 có lịch hẹn công việc.,HEN_LICH,thứ 2,485
TRUONG_HOC,nộp bài môn lập trình trước cuối tuần.,NOP_BAI,thứ 6,486
TRUONG_HOC,ngày mai kiểm tra bài tập nhóm.,THI_CU,ngày mai,487
TRUONG_HOC,chiều mai có họp lớp môn lập trình.,HOP_LOP,chiều mai,488
VAN_PHONG,cập nhật tiến độ hợp đồng trước ngày mai.,THEO_DOI_CONG_VIEC,thứ 2,489
TRUONG_HOC,nộp bài tập môn toán trước 17h.,NOP_BAI,sáng mai,490
CA_NHAN,sáng mai đặt mua gia đình.,MUA_SAM,sáng mai,491
VAN_PHONG,cuối tuần có họp hợp đồng.,HEN_LICH,cuối tuần,492
TRUONG_HOC,cuối tuần phải chuẩn bị bài bài tập nhóm.,HOC_TAP,cuối tuần,493
VAN_PHONG,thứ 4 phải soạn email tài liệu.,GUI_EMAIL,thứ 4,494
CA_NHAN,nhớ bạn bè trước 10h.,NHAC_VIEC,thứ 4,495
TRUONG_HOC,kiểm tra môn toán trước 8h.,THI_CU,hôm nay,496
CA_NHAN,đi mua bác sĩ vào thứ 2.,MUA_SAM,thứ 2,497
TRUONG_HOC,chủ nhật học bài bài tập nhóm.,HOC_TAP,chủ nhật,498
VAN_PHONG,nộp báo cáo kế hoạch vào thứ 6.,NOP_BAO_CAO,thứ 6,499
VAN_PHONG,thứ 2 có meeting hợp đồng.,HEN_LICH,thứ 2,500
VAN_PHONG,thứ 5 có trao đổi tài liệu.,HEN_LICH,thứ 5,501
VAN_PHONG,trao đổi hợp đồng vào thứ 4.,HEN_LICH,thứ 4,502
VAN_PHONG,thứ 5 hoàn thành báo cáo kế hoạch.,NOP_BAO_CAO,thứ 5,503
TRUONG_HOC,ngày mai có kiểm tra môn tiếng Anh.,THI_CU,ngày mai,504
CA_NHAN,sáng mai phải nhớ quà sinh nhật.,NHAC_VIEC,sáng mai,505
TRUONG_HOC,chủ nhật có nộp bài môn lập trình.,NOP_BAI,chủ nhật,506
CA_NHAN,thứ 6 phải đi mua gia đình.,MUA_SAM,thứ 6,507
TRUONG_HOC,thi môn văn vào thứ 2.,THI_CU,thứ 2,508
CA_NHAN,lịch hẹn quà sinh nhật trong hôm nay.,HEN_CA_NHAN,thứ 4,509
TRUONG_HOC,thứ 6 có kiểm tra bài tập nhóm.,THI_CU,thứ 6,510
VAN_PHONG,thứ 7 nộp báo cáo kế hoạch.,NOP_BAO_CAO,thứ 7,511
VAN_PHONG,thứ 2 có soạn email dự án.,GUI_EMAIL,thứ 2,512
CA_NHAN,nhắc quà sinh nhật trước 10h.,NHAC_VIEC,thứ 6,513
CA_NHAN,chủ nhật mua quà sinh nhật.,MUA_SAM,chủ nhật,514
TRUONG_HOC,nộp bài tập môn văn trong hôm nay.,NOP_BAI,cuối tuần,515
CA_NHAN,mua quà sinh nhật vào ngày mai.,MUA_SAM,ngày mai,516
CA_NHAN,thứ 6 lịch hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 6,517
VAN_PHONG,thứ 5 soạn email dự án.,GUI_EMAIL,thứ 5,518
TRUONG_HOC,thứ 2 có nộp bài bài tập nhóm.,NOP_BAI,thứ 2,519
VAN_PHONG,chủ nhật phải gửi báo cáo dự án.,NOP_BAO_CAO,chủ nhật,520
CA_NHAN,ngày kia có đi gặp gia đình.,HEN_CA_NHAN,ngày kia,521
CA_NHAN,ngày mai có mua gia đình.,MUA_SAM,ngày mai,522
CA_NHAN,chiều mai đặt mua gia đình.,MUA_SAM,chiều mai,523
CA_NHAN,nhắc gia đình trước 17h.,NHAC_VIEC,thứ 7,524
VAN_PHONG,hẹn gặp công việc vào thứ 4.,HEN_LICH,thứ 4,525
VAN_PHONG,thứ 6 theo dõi tiến độ dự án.,THEO_DOI_CONG_VIEC,thứ 6,526
TRUONG_HOC,ôn bài bài tập nhóm vào thứ 3.,HOC_TAP,thứ 3,527
VAN_PHONG,thứ 6 soạn email công việc.,GUI_EMAIL,thứ 6,528
TRUONG_HOC,thứ 6 học bài bài tập nhóm.,HOC_TAP,thứ 6,529
VAN_PHONG,hẹn gặp tài liệu trước thứ 6.,HEN_LICH,cuối tuần,530
TRUONG_HOC,họp lớp môn tiếng Anh trước 10h.,HOP_LOP,thứ 5,531
CA_NHAN,thứ 7 có hẹn gia đình.,HEN_CA_NHAN,thứ 7,532
VAN_PHONG,hẹn gặp kế hoạch vào cuối tuần.,HEN_LICH,cuối tuần,533
TRUONG_HOC,thứ 4 có sinh hoạt lớp môn lập trình.,HOP_LOP,thứ 4,534
CA_NHAN,nhớ bạn bè vào hôm nay.,NHAC_VIEC,hôm nay,535
CA_NHAN,chiều mai phải đi gặp bạn bè.,HEN_CA_NHAN,chiều mai,536
TRUONG_HOC,thứ 7 có sinh hoạt lớp môn toán.,HOP_LOP,thứ 7,537
CA_NHAN,ngày kia đặt mua quà sinh nhật.,MUA_SAM,ngày kia,538
CA_NHAN,sáng mai lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,sáng mai,539
TRUONG_HOC,sáng mai có kiểm tra môn văn.,THI_CU,sáng mai,540
TRUONG_HOC,kiểm tra môn lập trình vào cuối tuần.,THI_CU,cuối tuần,541
TRUONG_HOC,hoàn thành bài tập môn lập trình vào sáng mai.,NOP_BAI,sáng mai,542
CA_NHAN,thứ 4 phải nhắc bạn bè.,NHAC_VIEC,thứ 4,543
VAN_PHONG,meeting hợp đồng trước cuối tuần.,HEN_LICH,thứ 6,544
TRUONG_HOC,ngày kia có chuẩn bị bài môn toán.,HOC_TAP,ngày kia,545
TRUONG_HOC,thi môn văn trước 8h.,THI_CU,chủ nhật,546
VAN_PHONG,soạn email công việc vào thứ 6.,GUI_EMAIL,thứ 6,547
CA_NHAN,ngày kia có hẹn gia đình.,HEN_CA_NHAN,ngày kia,548
CA_NHAN,thứ 2 lịch hẹn gia đình.,HEN_CA_NHAN,thứ 2,549
VAN_PHONG,thứ 2 có meeting hợp đồng.,HEN_LICH,thứ 2,550
CA_NHAN,thứ 2 mua bạn bè.,MUA_SAM,thứ 2,551
VAN_PHONG,họp dự án trước ngày mai.,HEN_LICH,tối nay,552
TRUONG_HOC,thứ 3 ôn bài môn văn.,HOC_TAP,thứ 3,553
CA_NHAN,thứ 4 nhắc bạn bè.,NHAC_VIEC,thứ 4,554
CA_NHAN,sáng mai có nhớ quà sinh nhật.,NHAC_VIEC,sáng mai,555
VAN_PHONG,meeting dự án trước thứ 6.,HEN_LICH,ngày mai,556
TRUONG_HOC,thứ 6 sinh hoạt lớp môn lập trình.,HOP_LOP,thứ 6,557
VAN_PHONG,soạn email công việc trước cuối tuần.,GUI_EMAIL,hôm nay,558
CA_NHAN,ngày mai phải đi mua bạn bè.,MUA_SAM,ngày mai,559
VAN_PHONG,thứ 4 có hoàn thành báo cáo dự án.,NOP_BAO_CAO,thứ 4,560
TRUONG_HOC,chủ nhật phải kiểm tra bài tập nhóm.,THI_CU,chủ nhật,561
CA_NHAN,tối nay có đi mua đồ dùng cá nhân.,MUA_SAM,tối nay,562
CA_NHAN,thứ 7 có đặt mua đồ dùng cá nhân.,MUA_SAM,thứ 7,563
CA_NHAN,đi mua bạn bè trước 8h.,MUA_SAM,thứ 3,564
TRUONG_HOC,ngày kia phải hoàn thành bài tập môn lập trình.,NOP_BAI,ngày kia,565
TRUONG_HOC,ngày kia nộp bài bài tập nhóm.,NOP_BAI,ngày kia,566
CA_NHAN,tối nay có mua quà sinh nhật.,MUA_SAM,tối nay,567
CA_NHAN,ngày kia phải phải làm bạn bè.,NHAC_VIEC,ngày kia,568
CA_NHAN,hẹn bạn bè vào thứ 6.,HEN_CA_NHAN,thứ 6,569
VAN_PHONG,thứ 2 trả lời email hợp đồng.,GUI_EMAIL,thứ 2,570
VAN_PHONG,sáng mai có họp hợp đồng.,HEN_LICH,sáng mai,571
VAN_PHONG,thứ 5 phải hoàn thành báo cáo hợp đồng.,NOP_BAO_CAO,thứ 5,572
VAN_PHONG,chiều mai phải gửi email công việc.,GUI_EMAIL,chiều mai,573
VAN_PHONG,tối nay có gửi email công việc.,GUI_EMAIL,tối nay,574
TRUONG_HOC,họp lớp bài tập nhóm vào tối nay.,HOP_LOP,tối nay,575
TRUONG_HOC,ngày mai học bài môn lập trình.,HOC_TAP,ngày mai,576
TRUONG_HOC,ôn bài môn lập trình trong hôm nay.,HOC_TAP,sáng mai,577
TRUONG_HOC,tối nay có chuẩn bị bài môn toán.,HOC_TAP,tối nay,578
VAN_PHONG,cuối tuần có theo dõi tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,cuối tuần,579
CA_NHAN,hôm nay có lịch hẹn bạn bè.,HEN_CA_NHAN,hôm nay,580
VAN_PHONG,gửi email kế hoạch vào thứ 6.,GUI_EMAIL,thứ 6,581
VAN_PHONG,cập nhật tiến độ hợp đồng trước 8h.,THEO_DOI_CONG_VIEC,thứ 4,582
VAN_PHONG,hoàn thành báo cáo dự án trước 10h.,NOP_BAO_CAO,hôm nay,583
CA_NHAN,chiều mai đi gặp đồ dùng cá nhân.,HEN_CA_NHAN,chiều mai,584
VAN_PHONG,ngày mai phải gửi email dự án.,GUI_EMAIL,ngày mai,585
CA_NHAN,nhắc bạn bè trước thứ 6.,NHAC_VIEC,thứ 2,586
VAN_PHONG,cuối tuần trao đổi công việc.,HEN_LICH,cuối tuần,587
TRUONG_HOC,thứ 3 phải ôn bài môn toán.,HOC_TAP,thứ 3,588
VAN_PHONG,trả lời email dự án trước 10h.,GUI_EMAIL,hôm nay,589
VAN_PHONG,thứ 3 có báo cáo tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 3,590
CA_NHAN,đi gặp đồ dùng cá nhân trước 17h.,HEN_CA_NHAN,thứ 7,591
